fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.0,0.25,0.33,2.1,0.021,17.0,76.0,0.0,1.0,0.45,1.0,1
6.7,0.26,0.29,7.7,0.038,40.0,179.0,0.0,1.0,0.56,1.0,1
7.0,0.24,0.3,12.3,0.035,72.0,172.0,0.0,0.0,0.57,1.0,1
8.5,0.23,0.34,1.3,0.035,54.0,110.0,0.0,1.0,0.55,1.0,1
6.0,0.21,0.3,8.7,0.036000000000000004,47.0,127.0,0.0,1.0,0.39,1.0,0
7.0,0.34,0.1,3.5,0.044000000000000004,17.0,63.0,0.0,1.0,0.39,1.0,0
4.8,0.65,0.12,1.1,0.013000000000000001,4.0,10.0,0.0,1.0,0.36,1.0,0
6.1,0.22,0.38,2.8,0.14400000000000002,12.0,65.0,0.0,0.0,0.64,1.0,1
5.8,0.27,0.26,3.5,0.071,26.0,69.0,0.0,1.0,0.38,1.0,1
5.0,0.455,0.18,1.9,0.036000000000000004,33.0,106.0,0.0,1.0,0.83,1.0,1
6.5,0.33,0.3,3.8,0.036000000000000004,34.0,88.0,0.0,1.0,0.63,1.0,1
6.5,0.33,0.3,3.8,0.036000000000000004,34.0,88.0,0.0,1.0,0.63,1.0,1
6.7,0.31,0.3,2.4,0.038,30.0,83.0,0.0,1.0,0.36,1.0,1
6.2,0.39,0.24,4.8,0.037000000000000005,45.0,138.0,0.0,1.0,0.43,1.0,1
6.2,0.39,0.24,4.8,0.037000000000000005,45.0,138.0,0.0,1.0,0.43,1.0,1
7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.0,1.0,0.27,1.0,1
7.2,0.23,0.82,1.3,0.149,70.0,109.0,0.0,0.0,0.42,1.0,1
6.5,0.33,0.3,3.8,0.036000000000000004,34.0,88.0,0.0,1.0,0.63,1.0,1
7.2,0.25,0.32,1.5,0.054000000000000006,24.0,105.0,0.0,1.0,0.48,1.0,1
6.2,0.39,0.24,4.8,0.037000000000000005,45.0,138.0,0.0,1.0,0.43,1.0,1
4.7,0.455,0.18,1.9,0.036000000000000004,33.0,106.0,0.0,1.0,0.83,1.0,1
7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.0,1.0,0.27,1.0,1
6.2,0.28,0.51,7.9,0.055999999999999994,49.0,206.0,0.0,1.0,0.52,1.0,0
6.4,0.35,0.28,1.6,0.037000000000000005,31.0,113.0,0.0,1.0,0.4,1.0,1
6.6,0.31,0.28,1.4,0.035,28.0,107.0,0.0,1.0,0.4,1.0,1
7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.0,1.0,0.53,1.0,1
7.3,0.36,0.34,14.8,0.057,46.0,173.0,0.0,1.0,0.57,1.0,0
6.7,0.31,0.3,2.4,0.038,30.0,83.0,0.0,1.0,0.36,1.0,1
8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.0,0.0,0.39,1.0,0
8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.0,0.0,0.39,1.0,0
8.6,0.22,0.33,1.2,0.031,38.0,95.0,0.0,0.0,0.31,1.0,0
6.9,0.14,0.29,9.9,0.055999999999999994,30.0,91.0,0.0,1.0,0.33,1.0,1
6.5,0.22,0.31,3.9,0.046,17.0,106.0,0.0,1.0,0.31,1.0,0
6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.0,1.0,0.56,1.0,0
6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.0,1.0,0.56,1.0,0
6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.0,1.0,0.41,1.0,1
6.2,0.3,0.28,1.6,0.036000000000000004,28.0,106.0,0.0,1.0,0.41,1.0,1
6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.0,1.0,0.6,1.0,1
8.7,0.31,0.21,5.6,0.039,28.0,67.0,0.0,0.0,0.52,1.0,0
7.3,0.27,0.3,1.3,0.04,26.0,84.0,0.0,1.0,0.53,1.0,1
7.0,0.46,0.2,16.7,0.046,50.0,184.0,0.0,1.0,0.56,1.0,0
5.7,0.23,0.25,7.95,0.042,16.0,108.0,0.0,1.0,0.61,1.0,1
6.5,0.36,0.36,6.7,0.185,51.5,151.0,0.0,1.0,0.42,1.0,0
8.2,0.18,0.38,1.1,0.04,41.0,92.0,0.0,0.0,0.6,1.0,1
6.2,0.27,0.32,6.3,0.048,47.0,159.0,0.0,1.0,0.6,1.0,1
6.9,0.4,0.37,8.9,0.053,36.0,148.0,0.0,1.0,0.5,1.0,0
4.9,0.345,0.34,1.0,0.068,32.0,143.0,0.0,1.0,0.4,1.0,0
7.2,0.23,0.39,1.5,0.053,26.0,106.0,0.0,1.0,0.47,1.0,1
6.4,0.2,0.15,6.6,0.046,26.0,113.0,0.0,0.0,0.58,1.0,1
6.1,0.27,0.32,6.2,0.048,47.0,161.0,0.0,1.0,0.6,1.0,1
6.2,0.27,0.32,6.3,0.048,47.0,159.0,0.0,1.0,0.6,1.0,1
6.0,0.3,0.33,2.1,0.042,31.0,127.0,0.0,1.0,0.42,1.0,1
6.1,0.3,0.32,2.2,0.042,41.0,142.0,0.0,1.0,0.44,1.0,1
5.7,0.14,0.3,5.4,0.045,26.0,105.0,0.0,1.0,0.45,1.0,0
6.9,0.4,0.37,8.9,0.053,36.0,148.0,0.0,1.0,0.5,1.0,0
4.9,0.345,0.34,1.0,0.068,32.0,143.0,0.0,1.0,0.4,1.0,0
6.3,0.33,0.2,17.9,0.066,36.0,161.0,0.0,1.0,0.51,0.0,0
7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.0,0.0,0.47,1.0,1
8.4,0.22,0.3,1.3,0.038,45.0,122.0,0.0,1.0,0.54,1.0,1
6.3,0.33,0.2,17.9,0.066,36.0,161.0,0.0,1.0,0.51,0.0,0
7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.0,0.0,0.47,1.0,1
5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.0,1.0,0.46,1.0,0
7.7,0.31,0.36,4.3,0.026000000000000002,15.0,87.0,0.0,1.0,0.48,1.0,0
5.6,0.185,0.19,7.1,0.048,36.0,110.0,0.0,1.0,0.41,1.0,1
5.6,0.185,0.19,7.1,0.048,36.0,110.0,0.0,1.0,0.41,1.0,1
6.6,0.43,0.24,11.9,0.04,54.0,159.0,0.0,1.0,0.54,1.0,1
7.6,0.39,0.46,11.7,0.084,55.0,170.0,0.0,0.0,0.51,1.0,0
7.2,0.58,0.27,5.8,0.032,40.0,118.0,0.0,1.0,0.53,1.0,1
6.0,0.34,0.32,3.8,0.044000000000000004,13.0,116.0,0.0,1.0,0.44,1.0,1
7.5,0.35,0.48,12.4,0.055999999999999994,61.0,176.5,0.0,0.0,0.52,0.0,0
7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.0,1.0,0.55,1.0,0
5.4,0.185,0.19,7.1,0.048,36.0,110.0,0.0,1.0,0.41,1.0,1
6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.0,1.0,0.54,1.0,0
6.5,0.29,0.52,7.9,0.049,35.0,192.0,0.0,1.0,0.51,1.0,1
6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.0,1.0,0.49,1.0,1
6.7,0.18,0.31,10.6,0.035,42.0,143.0,0.0,1.0,0.49,1.0,1
6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.0,1.0,0.49,1.0,1
6.8,0.37,0.67,1.5,0.175,16.0,98.0,0.0,1.0,0.56,1.0,1
6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.0,1.0,0.54,1.0,0
6.5,0.29,0.52,7.9,0.049,35.0,192.0,0.0,1.0,0.51,1.0,1
6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.0,1.0,0.81,1.0,1
7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.0,1.0,0.65,1.0,1
6.9,0.27,0.25,7.5,0.03,18.0,117.0,0.0,1.0,0.38,1.0,1
6.5,0.29,0.53,1.7,0.04,41.0,192.0,0.0,1.0,0.59,1.0,1
6.5,0.29,0.52,1.7,0.034,41.0,193.0,0.0,1.0,0.59,1.0,1
6.1,0.22,0.25,12.1,0.035,54.0,135.0,0.0,1.0,0.4,1.0,0
6.3,0.22,0.27,4.5,0.036000000000000004,81.0,157.0,0.0,1.0,0.76,1.0,1
6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.0,1.0,0.81,1.0,1
5.6,0.23,0.25,8.0,0.043,31.0,101.0,0.0,1.0,0.42,1.0,1
7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.0,1.0,0.65,1.0,1
6.8,0.11,0.27,8.6,0.044000000000000004,45.0,104.0,0.0,1.0,0.37,1.0,1
6.8,0.11,0.27,8.6,0.044000000000000004,45.0,104.0,0.0,1.0,0.37,1.0,1
7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.0,1.0,0.71,1.0,1
6.1,0.2,0.17,1.6,0.048,46.0,129.0,0.0,1.0,0.43,1.0,1
6.8,0.11,0.27,8.6,0.044000000000000004,45.0,104.0,0.0,1.0,0.37,1.0,1
7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.0,1.0,0.71,1.0,1
6.9,0.2,0.41,1.1,0.06,36.0,104.0,0.0,0.0,0.39,1.0,0
6.7,0.19,0.32,3.7,0.040999999999999995,26.0,76.0,0.0,0.0,0.57,1.0,1
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.0,1.0,0.54,1.0,1
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.0,1.0,0.54,1.0,1
8.0,0.37,0.31,4.7,0.038,3.0,127.0,0.0,0.0,0.72,1.0,0
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.0,1.0,0.54,1.0,1
6.0,0.26,0.29,3.1,0.040999999999999995,37.0,144.0,0.0,1.0,0.39,1.0,1
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.0,1.0,0.98,1.0,1
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.0,1.0,0.98,1.0,1
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.0,1.0,0.98,1.0,1
6.4,0.25,0.57,1.0,0.062,21.0,122.0,0.0,1.0,0.4,1.0,0
6.1,0.25,0.48,15.8,0.052000000000000005,25.0,94.0,0.0,1.0,0.45,1.0,1
6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.0,1.0,0.72,1.0,1
6.5,0.38,0.26,5.2,0.042,33.0,112.0,0.0,1.0,0.5,1.0,1
6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.0,1.0,0.72,1.0,1
5.4,0.15,0.32,2.5,0.037000000000000005,10.0,51.0,0.0,1.0,0.58,1.0,1
6.4,0.25,0.57,1.0,0.062,21.0,122.0,0.0,1.0,0.4,1.0,0
6.1,0.25,0.48,15.8,0.052000000000000005,25.0,94.0,0.0,1.0,0.45,1.0,1
6.8,0.22,0.32,5.9,0.054000000000000006,40.0,152.0,0.0,1.0,0.57,1.0,1
7.2,0.21,0.29,3.1,0.044000000000000004,39.0,122.0,0.0,1.0,0.6,1.0,1
6.0,0.26,0.29,3.1,0.040999999999999995,37.0,144.0,0.0,1.0,0.39,1.0,1
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.0,1.0,0.98,1.0,1
6.5,0.46,0.24,11.5,0.051,56.0,171.0,0.0,1.0,0.56,1.0,1
6.5,0.18,0.48,18.0,0.054000000000000006,56.0,183.0,1.0,0.0,0.61,0.0,1
6.2,0.32,0.12,4.8,0.054000000000000006,6.0,97.0,0.0,1.0,0.5,1.0,0
7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.0,1.0,0.52,1.0,0
5.9,0.23,0.24,1.6,0.037000000000000005,32.0,115.0,0.0,1.0,0.51,1.0,1
6.4,0.18,0.48,18.0,0.054000000000000006,56.0,183.0,1.0,0.0,0.61,0.0,1
6.2,0.32,0.12,4.8,0.054000000000000006,6.0,97.0,0.0,1.0,0.5,1.0,0
6.4,0.37,0.12,5.9,0.055999999999999994,6.0,91.0,0.0,1.0,0.46,0.0,0
7.0,0.23,0.42,1.1,0.062,35.0,100.0,0.0,1.0,0.4,1.0,0
7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.0,1.0,0.52,1.0,0
7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.0,1.0,0.79,1.0,1
6.0,0.28,0.27,4.1,0.046,50.0,147.0,0.0,1.0,0.56,1.0,1
6.2,0.32,0.45,2.9,0.028999999999999998,37.0,94.0,0.0,1.0,0.6,1.0,1
7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.0,1.0,0.79,1.0,1
6.4,0.26,0.26,1.1,0.052000000000000005,22.0,176.0,0.0,1.0,0.54,1.0,0
5.9,0.25,0.27,1.5,0.028999999999999998,37.0,81.0,0.0,1.0,0.46,1.0,1
6.1,0.28,0.3,7.75,0.031,33.0,139.0,0.0,1.0,0.46,1.0,1
6.9,0.19,0.38,1.15,0.023,30.0,105.0,0.0,1.0,0.38,1.0,0
6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.0,1.0,0.41,1.0,0
6.8,0.27,0.22,17.8,0.034,16.0,116.0,0.0,1.0,0.53,1.0,0
7.5,0.26,0.38,5.7,0.021,23.0,125.0,0.0,1.0,0.62,1.0,1
6.8,0.27,0.22,17.8,0.034,16.0,116.0,0.0,1.0,0.53,1.0,0
6.4,0.2,0.22,7.4,0.032,53.0,172.0,0.0,1.0,0.58,1.0,1
7.3,0.33,0.22,1.4,0.040999999999999995,40.0,177.0,0.0,1.0,0.48,1.0,0
7.3,0.34,0.22,1.4,0.044000000000000004,43.0,176.0,0.0,1.0,0.46,1.0,0
6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.0,1.0,0.41,1.0,0
6.1,1.1,0.16,4.4,0.033,8.0,109.0,0.0,1.0,0.47,1.0,0
6.3,0.24,0.29,1.6,0.052000000000000005,48.0,185.0,0.0,1.0,0.5,1.0,0
6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.0,1.0,0.52,1.0,0
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.0,0.0,0.43,0.0,1
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.0,0.0,0.43,0.0,1
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.0,0.0,0.43,0.0,1
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.0,0.0,0.43,0.0,1
7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.0,0.0,0.43,1.0,1
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.0,1.0,0.63,1.0,1
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.0,1.0,0.63,1.0,1
6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.0,1.0,0.58,1.0,1
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.0,0.0,0.43,0.0,1
6.8,0.3,0.27,11.6,0.027999999999999997,22.0,97.0,0.0,0.0,0.38,1.0,1
6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.0,1.0,0.52,1.0,0
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.0,0.0,0.43,0.0,1
7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.0,0.0,0.43,1.0,1
6.8,0.3,0.27,11.6,0.027999999999999997,22.0,97.0,0.0,0.0,0.38,1.0,1
6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.0,1.0,0.51,1.0,0
6.6,0.17,0.36,1.9,0.036000000000000004,38.0,110.0,0.0,1.0,0.54,1.0,1
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.0,1.0,0.63,1.0,1
6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.0,1.0,0.58,1.0,1
6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.0,1.0,0.42,1.0,0
6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.0,1.0,0.42,1.0,0
7.4,0.36,0.32,1.9,0.036000000000000004,27.0,119.0,0.0,1.0,0.49,1.0,1
6.1,0.17,0.21,1.9,0.09,44.0,130.0,0.0,1.0,0.41,1.0,0
5.5,0.28,0.21,1.6,0.032,23.0,85.0,0.0,1.0,0.42,1.0,0
6.6,0.5,0.26,11.3,0.028999999999999998,32.0,110.0,0.0,1.0,0.78,1.0,1
7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.0,1.0,0.36,1.0,1
6.9,0.38,0.28,8.3,0.062,22.0,166.0,0.0,1.0,0.72,1.0,0
7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.0,1.0,0.36,1.0,1
6.2,0.24,0.28,12.2,0.049,54.0,133.0,0.0,1.0,0.37,1.0,1
6.1,0.28,0.27,8.0,0.048,41.0,162.0,0.0,1.0,0.51,1.0,0
7.6,0.26,0.32,1.3,0.048,23.0,76.0,0.0,0.0,0.46,1.0,1
7.5,0.16,0.38,12.7,0.043,70.5,163.0,0.0,1.0,0.82,1.0,1
6.5,0.36,0.16,1.3,0.054000000000000006,11.0,107.0,0.0,1.0,0.39,0.0,0
6.6,0.35,0.19,10.5,0.06,15.0,82.0,0.0,1.0,0.38,1.0,0
5.7,0.25,0.26,12.5,0.049,52.5,120.0,0.0,1.0,0.45,1.0,1
7.4,0.37,0.26,9.6,0.05,33.0,134.0,0.0,1.0,0.46,1.0,0
5.7,0.25,0.21,1.5,0.044000000000000004,21.0,108.0,0.0,1.0,0.59,1.0,1
5.8,0.23,0.21,1.5,0.044000000000000004,21.0,110.0,0.0,1.0,0.57,1.0,1
5.4,0.265,0.28,7.8,0.052000000000000005,27.0,91.0,0.0,1.0,0.38,1.0,1
5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.0,1.0,0.5,1.0,1
5.7,0.25,0.26,12.5,0.049,52.5,106.0,0.0,1.0,0.45,1.0,1
5.9,0.23,0.28,8.6,0.046,37.0,142.0,0.0,1.0,0.53,1.0,1
6.2,0.3,0.32,1.2,0.052000000000000005,32.0,185.0,0.0,1.0,0.44,1.0,0
6.5,0.33,0.24,14.5,0.048,20.0,96.0,0.0,1.0,0.3,1.0,1
7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.0,1.0,0.45,1.0,1
7.0,0.2,0.4,1.1,0.057999999999999996,30.0,93.0,0.0,1.0,0.38,1.0,1
6.5,0.21,0.42,1.1,0.059000000000000004,33.0,101.0,0.0,1.0,0.38,1.0,1
7.3,0.25,0.27,3.8,0.047,16.0,79.0,0.0,1.0,0.46,1.0,1
6.8,0.27,0.24,4.6,0.098,36.0,127.0,0.0,1.0,0.49,1.0,1
6.7,0.24,0.3,10.2,0.07,44.0,179.0,0.0,0.0,0.46,0.0,1
6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.0,1.0,0.36,1.0,1
6.4,0.5,0.2,2.4,0.059000000000000004,19.0,112.0,0.0,1.0,0.4,1.0,1
6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.0,1.0,0.41,1.0,1
6.4,0.25,0.28,4.9,0.03,29.0,98.0,0.0,1.0,0.58,1.0,1
6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.0,1.0,0.41,1.0,1
8.0,0.25,0.35,1.1,0.054000000000000006,13.0,136.0,0.0,1.0,0.55,1.0,0
6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.0,1.0,0.36,1.0,1
6.6,0.21,0.34,5.6,0.046,30.0,140.0,0.0,1.0,0.38,1.0,0
6.4,0.5,0.2,2.4,0.059000000000000004,19.0,112.0,0.0,1.0,0.4,1.0,1
6.3,0.29,0.23,14.2,0.037000000000000005,24.0,99.0,0.0,1.0,0.38,1.0,1
6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.0,1.0,0.42,1.0,0
6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.0,1.0,0.42,1.0,0
5.7,0.31,0.28,4.1,0.03,22.0,86.0,0.0,1.0,0.38,1.0,1
6.9,0.45,0.27,4.7,0.035,17.0,80.0,0.0,1.0,0.36,1.0,1
6.9,0.3,0.45,1.4,0.039,36.0,122.0,0.0,1.0,0.47,1.0,1
5.3,0.23,0.56,0.9,0.040999999999999995,46.0,141.0,0.0,1.0,0.62,1.0,0
6.8,0.3,0.26,20.3,0.037000000000000005,45.0,150.0,0.0,1.0,0.38,1.0,1
6.7,0.28,0.42,3.5,0.035,43.0,105.0,0.0,1.0,0.38,1.0,1
5.0,0.255,0.22,2.7,0.043,46.0,153.0,0.0,1.0,0.76,1.0,1
7.6,0.4,0.27,1.2,0.053,23.0,193.0,0.0,1.0,0.38,1.0,0
5.5,0.21,0.25,1.2,0.04,18.0,75.0,0.0,1.0,0.56,1.0,1
6.0,0.2,0.25,2.0,0.040999999999999995,30.0,95.0,0.0,1.0,0.56,1.0,1
6.1,0.17,0.29,1.1,0.040999999999999995,32.0,92.0,0.0,1.0,0.57,1.0,1
7.5,0.21,0.29,1.5,0.046,35.0,107.0,0.0,1.0,0.45,1.0,1
7.3,0.26,0.32,1.2,0.040999999999999995,29.0,94.0,0.0,1.0,0.45,1.0,1
6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.0,1.0,0.5,0.0,1
6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.0,1.0,0.5,0.0,1
6.5,0.43,0.31,3.6,0.046,19.0,143.0,0.0,1.0,0.34,1.0,1
6.5,0.4,0.31,3.5,0.046,22.0,147.0,0.0,1.0,0.31,1.0,1
7.4,0.28,0.5,12.1,0.049,48.0,122.0,0.0,1.0,0.44,1.0,0
6.3,0.23,0.22,17.45,0.054000000000000006,42.0,151.0,0.0,1.0,0.6,1.0,1
6.2,0.34,0.25,12.1,0.059000000000000004,33.0,171.0,0.0,1.0,0.56,0.0,1
6.6,0.44,0.32,3.0,0.095,13.0,75.0,0.0,1.0,0.63,1.0,1
6.0,0.13,0.36,1.6,0.052000000000000005,23.0,72.0,0.0,1.0,0.5,1.0,1
6.3,0.17,0.23,5.7,0.048,44.0,147.0,0.0,1.0,0.54,1.0,0
6.3,0.18,0.22,5.6,0.047,45.0,147.0,0.0,1.0,0.54,1.0,0
6.7,0.31,0.34,6.8,0.059000000000000004,51.0,215.0,0.0,1.0,0.56,1.0,0
6.6,0.33,0.32,15.6,0.054000000000000006,62.0,227.0,0.0,1.0,0.56,1.0,0
6.3,0.34,0.31,6.0,0.02,18.0,68.0,0.0,1.0,0.29,1.0,1
6.8,0.29,0.32,1.8,0.032,18.0,130.0,0.0,1.0,0.62,1.0,1
7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.0,1.0,0.36,1.0,0
7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.0,1.0,0.36,1.0,0
5.7,0.25,0.27,11.5,0.04,24.0,120.0,0.0,1.0,0.31,1.0,1
6.8,0.27,0.28,7.8,0.038,26.0,89.0,0.0,1.0,0.34,1.0,1
5.9,0.26,0.24,2.4,0.046,27.0,132.0,0.0,1.0,0.73,1.0,0
5.9,0.65,0.23,5.0,0.035,20.0,128.0,0.0,1.0,0.48,1.0,1
7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.0,1.0,0.36,1.0,0
6.6,0.23,0.32,1.5,0.040999999999999995,8.0,72.0,0.0,1.0,0.39,1.0,1
6.8,0.18,0.35,5.4,0.054000000000000006,53.0,143.0,0.0,1.0,0.54,1.0,1
6.8,0.28,0.29,11.9,0.052000000000000005,51.0,149.0,0.0,1.0,0.58,1.0,1
6.8,0.28,0.29,11.9,0.052000000000000005,51.0,149.0,0.0,1.0,0.58,1.0,1
5.9,0.27,0.27,9.0,0.051,43.0,136.0,0.0,1.0,0.53,1.0,1
6.1,0.25,0.28,10.0,0.055,56.0,131.0,0.0,1.0,0.35,1.0,1
6.8,0.28,0.29,11.9,0.052000000000000005,51.0,149.0,0.0,1.0,0.58,1.0,1
6.8,0.26,0.29,11.9,0.052000000000000005,54.0,160.0,0.0,1.0,0.58,1.0,1
7.1,0.13,0.29,15.5,0.064,56.0,115.5,0.0,1.0,0.41,1.0,1
6.8,0.18,0.35,5.4,0.054000000000000006,53.0,143.0,0.0,1.0,0.54,1.0,1
6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.0,1.0,0.53,1.0,1
5.8,0.24,0.28,1.4,0.038,40.0,76.0,0.0,1.0,0.29,1.0,1
7.6,0.48,0.31,9.4,0.046,6.0,194.0,0.0,1.0,0.61,1.0,0
7.4,0.26,0.32,3.7,0.032,29.0,193.0,0.0,1.0,0.67,1.0,1
6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.0,1.0,0.53,1.0,1
6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.0,1.0,0.45,1.0,0
6.2,0.32,0.5,6.5,0.048,61.0,186.0,0.0,1.0,0.45,1.0,0
6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.0,1.0,0.45,1.0,0
6.3,0.34,0.52,6.3,0.047,63.0,186.0,0.0,1.0,0.44,1.0,0
7.4,0.16,0.3,13.7,0.055999999999999994,33.0,168.0,0.0,0.0,0.44,0.0,1
7.4,0.16,0.3,13.7,0.055999999999999994,33.0,168.0,0.0,0.0,0.44,0.0,1
7.4,0.16,0.3,13.7,0.055999999999999994,33.0,168.0,0.0,0.0,0.44,0.0,1
7.4,0.16,0.3,13.7,0.055999999999999994,33.0,168.0,0.0,0.0,0.44,0.0,1
7.4,0.16,0.3,13.7,0.055999999999999994,33.0,168.0,0.0,0.0,0.44,0.0,1
7.4,0.16,0.3,13.7,0.055999999999999994,33.0,168.0,0.0,0.0,0.44,0.0,1
7.2,0.26,0.38,1.5,0.061,12.0,120.0,0.0,1.0,0.46,1.0,0
7.0,0.31,0.35,1.6,0.063,13.0,119.0,0.0,1.0,0.5,1.0,0
6.6,0.22,0.35,1.4,0.05,23.0,83.0,0.0,1.0,0.48,1.0,1
5.8,0.23,0.31,3.5,0.044000000000000004,35.0,158.0,0.0,1.0,0.37,1.0,1
6.3,0.17,0.32,1.0,0.04,39.0,118.0,0.0,1.0,0.4,1.0,1
6.0,0.19,0.26,1.4,0.039,30.0,104.0,0.0,1.0,0.41,1.0,1
6.7,0.21,0.34,1.5,0.035,45.0,123.0,0.0,1.0,0.36,1.0,1
7.4,0.16,0.3,13.7,0.055999999999999994,33.0,168.0,0.0,0.0,0.44,0.0,1
6.6,0.22,0.37,1.6,0.04,31.0,101.0,0.0,1.0,0.66,1.0,0
6.8,0.34,0.27,5.2,0.06,14.0,169.0,0.0,1.0,0.57,1.0,1
7.1,0.34,0.86,1.4,0.174,36.0,99.0,0.0,0.0,0.5,1.0,0
6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.0,1.0,0.58,1.0,1
6.9,0.35,0.39,2.4,0.048,25.0,157.0,0.0,1.0,0.54,1.0,1
6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.0,1.0,0.69,1.0,1
6.4,0.25,0.33,1.7,0.037000000000000005,35.0,113.0,0.0,1.0,0.66,1.0,1
5.8,0.19,0.33,4.2,0.038,49.0,133.0,0.0,1.0,0.42,1.0,1
6.9,0.24,0.4,15.4,0.052000000000000005,81.0,198.0,0.0,1.0,0.69,1.0,0
6.5,0.31,0.61,13.0,0.053,31.0,123.0,0.0,1.0,0.5,1.0,1
6.6,0.25,0.32,5.6,0.039,15.0,68.0,0.0,0.0,0.52,1.0,1
7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.0,1.0,0.65,1.0,1
6.2,0.3,0.3,2.5,0.040999999999999995,29.0,82.0,0.0,1.0,0.61,1.0,1
6.4,0.33,0.28,4.0,0.04,24.0,81.0,0.0,1.0,0.64,1.0,1
6.9,0.24,0.4,15.4,0.052000000000000005,81.0,198.0,0.0,1.0,0.69,1.0,0
7.6,0.27,0.32,1.2,0.043,23.0,72.0,0.0,1.0,0.68,1.0,0
5.9,0.24,0.34,2.0,0.037000000000000005,40.0,108.0,0.0,1.0,0.5,1.0,1
